merge_file_id,source_post,link,title,price,area,describe,address,province_city,district,ward,street,house_number
p91-l12_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/phong-dep-gac-24m2-bep-vsr-p25-p26-p22-landmark-81-binh-thanh-1748.html,"Phòng đẹp-gác 24m2,-Bếp-VSR, P25 - P26 - P22 Landmark 81-Bình Thạnh",2.5,26.0,"
      Phòng rẻ đẹp có gác gần các trường Đại học (Hutech Điện Biên Phủ BT) Landmark 811) 69/1/16 Nguyễn Gia Tri (D2) P25 Bình Thạnh (2,8tt)2) 51 đường số 14 Cư Xá Chu Văn An, P26 BT ( phòng có máy lạnh) (2,6tr)3) 180/23 Nguyễn Hữu Cảnh P22 BT Landmark 81 (2,5tr)Phòng như sau : Bếp Bồn rứa chén gác Vệ sinh riêng camera an ninh Phòng có cửa số Giờ tự do WiFi ở 1 > 3 người Giá phòng :2,5 triệu- 2,8 triệu/tháng
","Phường 1, Quận Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,1,,
p91-l13_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-nguyen-tang-3---quan-8-1743.html,Cho thuê phòng trọ nguyên tầng 3 - Quận 8,5.0,42.0,"
    Cho thuê tầng 3 - diện tích 4x10.5m - Nhà vệ sinh riêng - Có bàn bếp, chỗ phơi đồ - Rộng rãi thoáng mát, view như hình - Giờ giấc tự do (không chung với chủ) - Ra vào bằng khóa vân tay, nhà an ninh - Hẻm ngay dưới chân cầu Nguyễn Văn Cừ, hướng Q5 qua Q8, tiện ra trung tâm Q1 - Cách chợ Rạch Ông 150m - Phòng có máy lạnh, quạt, nước nóng năng lượng mặt trời (MIỄN PHÍ) - Giá điện: 3.500đ/kw, giá nước: 20.000đ/m3 - Giá phòng: 5.000.000đ/tháng, cọc 1 tháng - Nhà xe dưới trệt, mỗi tầng chỉ 2 chiếc xe máy - Ưu tiên gia đình nhỏ hoặc nhân viên văn phòng.Liên hệ sđt: 09091984 ***Hiện số a khuyên
","Phường 2, Quận 8, Hồ Chí Minh",Hồ Chí Minh,8,2,,
p91-l14_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-duong-au-duong-lan-p2-quan-8-1725.html,"Cho thuê phòng trọ đường Âu Dương Lân, P2, Quận 8",3.5,30.0,"
    Địa chỉ: Âu Dương Lân, P2, Quận 8, gần cầu Chữ Y và cầu Nguyễn Văn Cừ. Nội thất đầy đủ: Nệm, tủ quần áo, tủ lạnh, máy lạnh, bàn ghế, kệ sách,... chỉ 3tr5. Giờ giấc tự do, ra vào vân tay. Camera an ninh 24/7. Thuận tiện qua lại giữa các Quận trung tâm.
","Phường 2, Quận 8, Hồ Chí Minh",Hồ Chí Minh,8,2,,
p91-l1_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-duong-cao-thi-chinh-p-phu-thuan-quan-7-1791.html,"Cho thuê phòng trọ đường Cao Thị Chính, P. Phú Thuận, Quận 7",7.0,30.0,"
    Cho thuê trọĐịa chỉ: Cao Thị Chính - Quận 7Mô tả:- Gần TDTU, UFM, siêu thị GO, Crescent Mall.- Phòng đầy đủ nội thất.- An ninh 24/7, giờ giấc tự do.- Điện/nước tính theo số.Liên hệ để biết thêm chi tiết.
","Phường Phú Thuận, Quận 7, Hồ Chí Minh",Hồ Chí Minh,7,Phú Thuận,,
p91-l2_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-gia-re-day-du-noi-that-co-ban-1771.html,"Cho thuê phòng trọ giá rẻ, đầy đủ nội thất cơ bản",4.5,30.0,"
    Khu trọ có vị trí thuận lợi, phòng rộng rãi thoáng mát, giá chỉ 4xx, gần chợ, các trung tâm thương mại và giao thông thuận tiện. Phòng gần các trường đại học như ĐH Tài chính, ĐH Tôn Đức Thắng, ĐH RMIT, ĐH Nguyễn Tất Thành, ĐH Cảnh sát nhân dân. Phòng đầy đủ nội thất cơ bản, vệ sinh khép kín, có cửa sổ thoáng mát, thang máy, ra vào bằng vân tay, an ninh tốt, có thể ở từ 2-3 người. Chỗ để xe miễn phí, rộng rãi, không tính phí. Còn chần chờ gì mà không liên hệ ngay cho em Vinh qua số điện thoại 09854787 ***Hiện số để biết thêm chi tiết và nhận phòng ngay.
","Phường Bình Thuận, Quận 7, Hồ Chí Minh",Hồ Chí Minh,7,Bình Thuận,,
p91-l3_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-duong-khanh-hoi-phuong-3-quan-4-1812.html,"Cho thuê phòng trọ đường Khánh Hội, Phường 3, Quận 4",4.0,42.0,"
    Mình trống phòng như hình, Quận 4, diện tích 42m² - Có chỗ để xe, máy giặt, nước nóng lạnh năng lượng mặt trời. - Giờ giấc tự do, không chung chủ. - Khu an ninh, yên tĩnh, sạch sẽ, thoáng mát, camera 24/24, có cửa sổ và ban công như hình. Giá thuê: 4 triệu.
","Phường 3, Quận 4, Hồ Chí Minh",Hồ Chí Minh,4,3,,
p91-l4_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/phong-tro-sach-se-hem-an-ninh-tai-quan-4-1832.html,"Phòng trọ sạch sẽ, hẻm an ninh tại Quận 4",2.2,25.0,"
    Phòng trọ sạch sẽ, hẻm an ninh Địa chỉ: 36 Tôn Đản, P13, Quận 4 Giá từ 2,2 - 3,3 triệu Vị trí thuận tiện di chuyển đến các quận 1, 3, 7, 8 Gần Đại học Luật và Đại học Nguyễn Tất Thành (500m, có thể đi bộ), tiện ích như K+, Vinmart, cách nhà tầm 100m Giờ giấc tự do, không chung chủ Free xe, có máy giặt chung.
","Phường 13, Quận 4, Hồ Chí Minh",Hồ Chí Minh,4,13,,
p91-l5_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-tai-tan-vinh-phuong-4-quan-4-tp-hcm-1828.html,"Cho thuê phòng trọ tại Tân Vĩnh, Phường 4, Quận 4, TP. HCM",4.0,25.0,"
    Khách mới trả phòng - Chỉ việc xách vali vô ở - Full nội thất giá 4tr - Lối đi riêng - Giờ tự do - Camera an ninh FREE: giữ xe, wifi, truyền hình cáp, máy nước nóng lạnh, có người vệ sinh (ưu tiên ở lâu dài) Địa chỉ: đường số 10c Tân Vĩnh, Phường 4, Quận 4 (gần cầu Ông Lãnh và chung cư H3)
","Phường 4, Quận 4, Hồ Chí Minh",Hồ Chí Minh,4,4,,
p91-l6_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-tai-duong-nguyen-trai-phuong-8-quan-5-1856.html,"Cho thuê phòng trọ tại đường Nguyễn Trãi, Phường 8, Quận 5",3.0,25.0,"
    Cho thuê phòng trọ giá rẻ Quận 5Địa chỉ: 560 Nguyễn Trãi, Phường 8, Quận 5.Phòng riêng mới xây trên tầng thượng, mát mẻ, yên tĩnh.Nằm ngay trung tâm Quận 5, diện tích phòng 25m².Giờ giấc tự do, lối đi riêng, không chung chủ.Giá thuê: 3 triệu.Khu vực trung tâm, thuận tiện di chuyển đến các quận.
","Phường 8, Quận 5, Hồ Chí Minh",Hồ Chí Minh,5,8,,
p91-l7_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/chinh-chu-cho-thue-can-ho-dich-vu-day-du-noi-that-1784.html,Chính chủ cho thuê căn hộ dịch vụ đầy đủ nội thất,5.9,40.0,"
    Giờ giấc: Tự do ra vào, có thẻ từ riêng ở cổng. Địa chỉ: 487/1 Huỳnh Tấn Phát (hẻm số 1 Võ Thị Nhờ), P. Tân Thuận Đông, Q.7. Vị trí: Cách khu chế xuất Tân Thuận 600m, cách Phú Mỹ Hưng 800m, gần các siêu thị, ngay khu dân cư sầm uất, giao thông thuận tiện. Diện tích sàn 40m2 + gác 10m2. Cung cấp full nội thất. Cung cấp 1 máy lạnh Panasonic công suất 2 ngựa. Cung cấp 1 tủ lạnh, 1 giường, 1 tủ quần áo, 1 modem wifi riêng. Cung cấp 1 bếp điện từ mới. Có hệ thống vòi nước nóng lạnh năng lượng mặt trời. Có hệ thống máy giặt và camera an ninh. Chỗ để xe máy free, có sân phơi quần áo. Có hệ thống máy nước nóng năng lượng mặt trời, hệ thống camera an ninh. Điện, nước giá nhà nước. Giá thuê phòng: 5.900.000 VNĐ. Có hệ thống PCCC an toàn hiệu quả, thang thoát hiểm, bình chữa cháy. Liên hệ A. Hiếu: 03279160 ***Hiện số (số zalo)
","Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",Hồ Chí Minh,7,Tân Thuận Đông,,
p91-l9_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/phong-tro-ban-cong-cua-so-30m2-full-noi-that-1764.html,"Phòng trọ ban công, cửa sổ 30m2 full nội thất",2.8,30.0,"
    Phòng trọ ban công/cửa sổ 30m2 full nội thất - Phòng rộng rãi, thoáng mát với ban công và cửa sổ - Nội thất đầy đủ: giường, tủ quần áo, bàn ghế, máy lạnh, tủ lạnh, máy nước nóng - Có không gian riêng biệt, khu vực an ninh, yên tĩnh - Phù hợp cho sinh viên, nhân viên văn phòng - Giờ giấc tự do, không chung chủ - Gần các tiện ích như chợ, siêu thị, trường học, giao thông thuận tiện Liên hệ ngay để xem phòng!
","Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Sơn Kỳ,,
p92-l0_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-duong-au-duong-lan-phuong-3-quan-8-1721.html,"Cho thuê phòng trọ đường Âu Dương Lân, Phường 3, Quận 8",3.4,25.0,"
    Phòng cho thuê gác trong suốt siêu đẹp Địa chỉ: Âu Dương Lân, Quận 8 - Tiện ích: Điều hòa, nệm, tủ áo, kệ bếp, tủ lạnh, quạt - Giặt chung và phơi dưới sân - Hầm giữ xe rộng rãi và không tính phí - Xung quanh nhiều tiện ích: Chợ, quán ăn, coffee, tạp hóa... - WC rộng rãi, sạch đẹp, có máy nước nóng.
","Phường 3, Quận 8, Hồ Chí Minh",Hồ Chí Minh,8,3,,
p92-l10_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-quan-10-toilet-rieng-may-lanh-may-giat-thoang-mat-1675.html,"Cho thuê phòng quận 10, toilet riêng, máy lạnh, máy giặt, thoáng mát",4.0,27.0,"
    Quận 10, nhà mới xây, cho thuê phòng, có máy lạnh, toilet riêng trong phòngPhòng rộng rãi, sạch sẽ, thoáng mát, máy giặt, khóa vân tay, internet, máy nước nóng lạnh, khu an ninh, yên tĩnh. Hiện tại còn phòng giá 4.000.000 VND (1-2 người ở). Xem phòng tại: 666/29/7 Đường 3-2, P.14, Q.10, TP.HCM.
","Phường 14, Quận 10, Hồ Chí Minh",Hồ Chí Minh,10,14,,
p92-l11_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-duong-ho-thanh-bien-phuong-4-quan-8-1718.html,"Cho thuê phòng trọ đường Hồ Thành Biên, Phường 4, Quận 8",4.4,20.0,"
    Vừa trống siêu phẩm Thang máy giá siêu ưu đãi 4T4 Địa chỉ: Hồ Thành Biên, Quận 8 gần ĐH STU, cầu Nguyễn Tri Phương.  Nội thất đầy đủ như hình 100%  Thang máy di chuyển  Ở được nhiều người Giờ giấc tự do, ra vào vân tay.
","Phường 4, Quận 8, Hồ Chí Minh",Hồ Chí Minh,8,4,,
p92-l12_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/co-phong-cho-thue-55m-tai-7223-tran-quoc-toan-phuong-vo-thi-sau-quan-3-hcm-1661.html,"Có phòng cho thuê 55m² tại 72/23 Trần Quốc Toản, Phường Võ Thị Sáu, Quận 3, HCM",9.0,55.0,"
    Có phòng cho thuê 55m² tại 72/23 Trần Quốc Toản, Phường Võ Thị Sáu, Quận 3, HCM- Diện tích:55m² - Phòng: Có thể ở tối đa 4 người - Có chỗ để xe, thang máy - Có tủ quần áo, bàn, ghế sofa, bếp điện, tủ lạnh, 2 máy lạnh, máy nước nóng - Máy giặt, máy sấy riêng - Giờ giấc vân tay tự do 24/7 - Có phòng ngủ riêng, phòng khách riêng, bếp riêng - Phòng ngủ hướng ra đường Pasteur, có cây sung trước phòng, thoáng mát - Có camera tất cả cổng, hành lang, chỗ để xe... - Gần chợ Tân Định, Bách Hoá Xanh, bệnh viện Pasteur, bệnh viện Y Học Cổ Truyền, trường học - Giá: 9 triệu/tháng
","Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",Hồ Chí Minh,3,Võ Thị Sáu,,
p92-l13_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-nu-thue-phong-tro-quan-binh-thanh-25m-moi-dep-ban-cong-cua-so-hem-7m-gia-re-nhat-khu-nay-1655.html,"Cho nữ thuê phòng trọ Quận Bình Thạnh, 25m² mới đẹp, ban công, cửa sổ, hẻm 7m, giá rẻ nhất khu này",4.0,25.0,"
    Cho nữ thuê phòng trọ Quận Bình Thạnh, 3,6m x 7m = 25m² mới đẹp, ban công, cửa sổ, hẻm 7m. Giá rẻ nhất khu này.Vị trí: Hẻm 47 Bùi Đình Túy, phường 24, quận Bình Thạnh. Thông qua hẻm 125 Bùi Đình Túy và hẻm 194 Bạch Đằng (hẻm chợ Long Vân Tự).- Ngay trung tâm quận Bình Thạnh nên thuận tiện đi các trường đại học.- Cách chợ Long Vân Tự 100m, gần các trường đại học.- Xung quanh đầy đủ tiện ích như: Ngân hàng, Siêu thị, Chợ Bà Chiểu, Trường học các cấp,…- Hẻm rộng 7m, xe tải vào tận nơi, không ngập nước.- Diện tích phòng 3,6m x 7m = 25m². Vật tư thiết bị cao cấp.- Mỗi phòng có ban công, cửa sổ nên rất thoáng mát, không bị ngột ngạt tù túng, rất tốt cho sức khỏe.- Kệ bếp riêng, WC riêng, thiết bị vệ sinh cao cấp.- Khu dân cư trí thức, an ninh, yên tĩnh.- Chỉ có vài phòng. Chỉ cho nữ thuê.- Giá từ 4 - 4,5 triệu/tháng. Giá rẻ nhất khu này, các bạn đến khu vực này khảo sát để biết giá.
","Phường 24, Quận Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,24,,
p92-l14_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/minh-can-pass-phong-nhu-hinh-nguyen-trai-quan-5-hem-xe-hoi-1641.html,"Mình cần pass phòng như hình, Nguyễn Trãi, Quận 5, hẻm xe hơi",4.5,20.0,"
    Mình cần pass phòng như hình, giá 4tr5 do đi công tác gấp. Hợp đồng còn 8/12 tháng. Điện 4k/1kg. Nước 100k/người. Dịch vụ 200/phòng. Có thang máy, khóa vân tay, bãi xe miễn phí rộng rãi. WC nóng lạnh, riêng từng phòng. Bạn nào thiện chí, nhanh lẹ mình bớt thẳng luôn 1tr nhé!
","Phường 3, Quận 5, Hồ Chí Minh",Hồ Chí Minh,5,3,,
p92-l1_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-duong-au-duong-lan-phuong-3-quan-8-1709.html,"Cho thuê phòng trọ đường Âu Dương Lân, Phường 3, Quận 8",5.5,30.0,"
    204 Âu Dương Lân, F3, Q8 Full nội thất + thang máy Điện 4000 VND Nước 120k/người Dịch vụ 150k/phòng (giặt sấy, wifi riêng, rác, vệ sinh) Xe miễn phí 2 chiếc
","Phường 3, Quận 8, Hồ Chí Minh",Hồ Chí Minh,8,3,,
p92-l2_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-le-trong-tan-1698.html,Cho thuê phòng trọ Lê Trọng Tấn,2.6,25.0,"
    655 Lê Trọng Tấn (gần ĐH Công Thương) - Không chung chủ - Giờ giấc tự do - Bảo vệ 24/24 - Ra vào vân tay - Hầm xe rộng rãi - Có hệ thống camera an ninh - Có tạp hoá, giặt sấy bên dưới sảnh - Phòng rộng, thoáng, sạch sẽ Gần ĐH Công Thương, AEON, thuận tiện di chuyển Tân Bình, Gò Vấp. Ib trực tiếp hoặc liên hệ Zalo: 09665743 ***Hiện số
","Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Tây Thạnh,,
p92-l4_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-duong-au-duong-lan-quan-8-1740.html,"Cho thuê phòng trọ đường Âu Dương Lân, Quận 8",3.5,25.0,"
    Cho thuê phòng trọ nguyên căn gần cầu Chữ Y Âu Dương Lân, Quận 8 Phòng 1 trệt, 1 gác - Nội thất: máy lạnh, quạt, tủ lạnh, máy nước nóng, tủ, nệm,… - Không chung chủ, giờ giấc tự do - Vệ sinh, an ninh tốt - Free các loại phí: gửi xe, rác, wifi,… (Chỉ tính điện nước) - Thuận tiện qua các Quận 1, 5, 4,…
","Phường 3, Quận 8, Hồ Chí Minh",Hồ Chí Minh,8,3,,
p92-l5_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-duong-duong-ba-trac-quan-8-1736.html,"Cho thuê phòng trọ đường Dương Bá Trạc, Quận 8",3.8,14.0,"
    Phòng trọ full nội thất - Ban công ngay trung tâm Quận 8 Vị trí: Dương Bá Trạc, Quận 8 Chỉ với 3.800.000 VND có ngay phòng đầy đủ tiện nghi - Không chung chủ, giờ giấc tự do - Cửa sổ lớn, ban công rộng thoáng mát - Ra vào vân tay, camera an ninh Chi phí: - Điện 3k5/kWh - Nước 100k/người - Wifi 80k/phòng Giá tốt, phòng tốt dành cho khách tìm phòng tháng 7.
","Phường 1, Quận 8, Hồ Chí Minh",Hồ Chí Minh,8,1,,
p92-l6_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-hem-15473-au-duong-lan-phuong-3-quan-8-tp-hcm-1732.html,"Cho thuê phòng trọ Hẻm 154/73 Âu Dương Lân, Phường 3, Quận 8, TP HCM",4.5,25.0,"
    Cho thuê phòng trọ Địa chỉ: Hẻm 154/73 Âu Dương Lân, Phường 3, Quận 8, TP HCM. Chỉ 2-3 phút sang cầu Chữ Y đến Trần Hưng Đạo, Cô Giang, Quận 1.  Chi tiết phòng mọi người xem ảnh nhé: Có máy lạnh mới, tủ lạnh lớn, kệ để bếp, toilet riêng, máy giặt chung đầy đủ.  Ở trên tầng thượng có bàn ghế cho mọi người hoặc bạn bè đến chill, ăn uống thoải mái, không chung chủ.  An ninh chặt chẽ: Có camera, khóa cửa vân tay, bãi để xe riêng. Hiện tại, mình vẫn đang ở phòng, nên mọi người muốn xem phòng lúc nào cũng được. Mình cần pass trong tháng 7 tới, ai thiện chí mình giúp 500k tiền cọc phòng luôn nhé!! Cảm ơn nhiều lắm  Giá: 4tr5
","Phường 3, Quận 8, Hồ Chí Minh",Hồ Chí Minh,8,3,,
p92-l7_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-pham-the-hien-phuong-1-quan-8-1722.html,"Cho thuê phòng trọ Phạm Thế Hiển, Phường 1, Quận 8",4.2,25.0,"
    Địa chỉ: Phạm Thế Hiển, P1, Q8 (Ngay chân cầu Nguyễn Văn Cừ)  Phòng đầy đủ nội thất từng chi tiết nhỏ  Máy giặt chung, hầm xe rộng rãi  Không chung chủ, giờ tự do Khoá vân tay, camera an ninh.
","Phường 1, Quận 8, Hồ Chí Minh",Hồ Chí Minh,8,1,,
p92-l8_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tai-phuong-4-quan-8-1704.html,"Cho thuê phòng tại Phường 4, Quận 8",2.7,25.0,"
    Hiện tại nhà bên mình còn trống 8 phòng. Phòng diện tích 25m², có gác cao 2m, WC riêng, wifi tốc độ cao, có bảo vệ 24/24, giờ giấc tự do. Địa chỉ: 51/9 Hòa Bình (kế bên Đầm Sen). Điện 3k5, nước giá nhà nướcRác, wifi, vệ sinh 100k/phòng. Giá chỉ còn 2tr7/phòng.
","Phường 4, Quận 8, Hồ Chí Minh",Hồ Chí Minh,8,4,,
p92-l9_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-duong-duong-ba-trac-phuong-2-quan-8-1714.html,"Cho thuê phòng trọ đường Dương Bá Trạc, Phường 2, Quận 8",3.8,18.0,"
    Phòng dịch vụ, có gác và máy lạnh, bếp. Địa chỉ: Dương Bá Trạc, Phường 2, Quận 8.  Phòng giá rẻ chốt: 3.8 triệu.  Chỉ tính điện nước thôi nhé.
","Phường 2, Quận 8, Hồ Chí Minh",Hồ Chí Minh,8,2,,
p93-l0_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-tro-15m2-gan-cau-tan-thuan-2-quan-7-1703.html,Cho thuê phòng trọ 15m2 gần cầu Tân Thuận 2 - Quận 7,2.9,15.0,"
    Cho thuê phòng trọ gần cầu Tân Thuận 2, Quận 7- Địa chỉ: 31/25 Nguyễn Thị Xiếu, Tân Thuận Tây, Q7- DT: 15m2- Phòng có trang bị máy lạnh, kệ bếp, bồn rửa, toilet riêng trong phòng, tiện nghi sạch sẽ, thoáng mát, có cửa sổ từng phòng- Nhà trọ trang bị hệ thống cửa khóa vân tay, có camera từng tầng, khu vực an ninh, yên tĩnh, không ngập nước, hẻm xe ba gác, 15p qua ĐH RMIT, 5p qua ĐH Tài chính Marketing, gần chợ, có nhiều hàng quán, siêu thị. Thuận tiện di chuyển các quận- Ưu tiên anh chị có thiện chí ở lâu dài, có thể dọn vào ở ngay- Lưu ý: Không nuôi thú cưng- Giá: 2,9 - 3tr/tháng; điện 3,5k/kWh; nước 20k/m3; net+rác 150k/người, xe freeLiên hệ qua SĐT/Zalo 08262676 ***Hiện số (Trung)
","Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",Hồ Chí Minh,7,Tân Thuận Tây,,
p93-l10_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/pass-phong-tai-phuong-6-go-vap-tphcm-1121.html,"Pass phòng tại Phường 6, Gò Vấp, TpHCM",3.3,10.0,"
    PASS PHÒNG TẠI PHƯỜNG 6, GÒ VẤP, TPHCM* Địa chỉ: 496/63 Dương Quảng Hàm, P6, Gò Vấp* Diện tích: 2,7x3,6 có gác, nhà vệ sinh riêng, cửa sổ thoáng mát.- Nhà xe rộng rãi, cửa cân tay, cammera an ninh 24/7- Vệ sinh sạch sẽ, có máy giặt- Giờ giấc tự do- Pccc an toàn, xung quanh đầy đủ tiện ích* Giá thuê: 3,3tr/ tháng=> Liên hệ trực tiếp sdt hoặc zalo: 03994284 ***Hiện số (Quỳnh)* MIỄN QC, MÔI GIỚI *
","Phường 6, Quận Gò Vấp, Hồ Chí Minh",Hồ Chí Minh,Gò Vấp,6,,
p93-l11_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/chinh-chu-cho-thue-phong-dep-104-duong-tan-thoi-nhat-13c---phuong-tan-thoi-nhat---quan-12---tp-ho-ch-1122.html,"Chính chủ cho thuê phòng đẹp 10/4 Đường Tân Thới Nhất 13c - Phường Tân Thới Nhất - Quận 12 - Tp Hồ Chí Minh
",1.6,22.0,"
    Chính Chủ Cho Thuê Phòng Đẹp 10/4 Đường Tân Thới Nhất 13c -Phường Tân Thới Nhất - Quận 12 - TP.Hồ Chí Minh - Diện Tích đa dạng : 18 - 22m2  - Vị trí đẹp : + Gần Nguyễn Văn Quá, Đại học FPT, Chợ lạc quan, Cầu Vượt an sương.+ Khu vực an ninh, giờ giấc tự do, hàng lang 2m, đầy đủ tiện nghi.- Mình còn 3 - 5 phòng . Phòng trọ rộng , đẹp ,  có cửa sổ thoáng mát , sạch sẽ , wc khép kín...- Phòng full nội thất,giờ giấc tự do, để xe an toàn, ra vô dấu vân tay.+ Điện 3.5k/ kwh+ Nước 100k/ng+ Wifi+rác 100k/ng+ Xe 100k/1 chiếc - Cuối năm phòng trọ mình để giá ưu đãi- Giá Thuê : 1tr6  đến 2 tr/ phòng LIÊN HỆ : Zalo 08792309 ***Hiện số - Đức Thắng
","Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",Hồ Chí Minh,12,Tân Thới Nhất,,
p93-l12_20250321-120549,thuviennhadat,https://thuviennhadat.vn/nha-dat-thue-chi-tiet/cho-thue-phong-gia-re-hem-rong-8m-duong-so-10-phuong-binh-hung-hoa-b-quan-binh-tan-ho-chi-minh-1124.html,"Cho thuê phòng giá rẻ hẻm rộng 8m, đường số 10, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh",2.5,20.0,"
    CHO THUÊ PHÒNG GIÁ RẺ HẺM RỘNG 8M, Đ.SỐ 10, P.BÌNH HƯNG HÒA B, Q.BÌNH TÂN, HCMDT: 20m2, Giá thuê: 2,5tr-3,2tr/ tháng (tương ứng tiện ích phòng), cọc 1 tháng+ Phòng có ban công, giếng trời sạch, thoáng mát, Bếp – toilet – trong phòng. MIỄN PHÍ GỬI XE.+ Vị trí nhà: hẻm 8m rộng, sát chợ, gần Winmart, bách hóa xanh, điện máy xanh, trung tâm dạy học từ mầm đến lớp 12. Gần QL 1A, liên khu 5-6, trường cao đẳng Dược Sài Gòn. Xung quanh có nhiều ăn uống, quán cafe, tiện ích nhu yếu phẩm,…giao thông đi lại thuận tiện nhiều khu vực trung tâm+ Không chung chủ, giờ giấc tự do, ra vào khóa vân tay,an ninh tốt thích hợp sinh viên, nhân viên văn phòng, vợ chồng mới cưới thuê ở lâu dài.LHCC ĐT/ZALO: 07034856 ***Hiện số -Mỹ Mộc.Địa chỉ: 120/3 đường số 10, Phường Bình Hưng Hòa B, Quận Bình Tân, HCM
","Phường Bình Hưng Hoà A, Quận Bình Tân, Hồ Chí Minh",Hồ Chí Minh,Bình Tân,Bình Hưng Hoà A,,
