id,text
p21-l7_20250320-175230,"{""id"": ""p21-l7_20250320-175230"", ""address"": ""Phường 2, Quận Tân Bình, Hồ Chí Minh"", ""area"": 20.0, ""price"": 4.2, ""describe"": ""\r\n    - Toà nhà có thang máy, camera giám sát 24/7\r- Hệ thống phòng cháy chữa cháy tiếu chuẩn\r- Khu vực dân trí cao, an ninh, yên tĩnh, nhiều tiện ích xung quanh\r- Có sẵn gác, kệ bếp\r- Giờ giấc tự do, không chung chủ\r- Free 2 xe, máy lạnh, cửa sổ\r\n""}"
p21-l8_20250320-175230,"{""id"": ""p21-l8_20250320-175230"", ""address"": ""Phường Tân Quy, Quận 7, Hồ Chí Minh"", ""area"": 45.0, ""price"": 9.5, ""describe"": ""\r\n    MỚI KHAI TRƯƠNG CĂN HỘ CAO CẤP MINI CHO THUÊ TẠI QUẬN 7\r Vị trí thuận tiện:\r- - Gần Sunrise city, khu căn hộ, Sc vivo, Khu Him Lam, Gym, Hồ bơi...\rThích hợp 2 - 3 bạn\rHệ thống ra vào an ninh\rGiờ giấc vô cùng thoải mái\rThang máy hầm xe rộng rãi\rCamera an ninh\rThuận tiện đi các quận 1, 4 , 8 \r Hotline: 09314286 ***Hiện số - Khánh\r\n""}"
p21-l9_20250320-175230,"{""id"": ""p21-l9_20250320-175230"", ""address"": ""Phường 14, Quận 10, Hồ Chí Minh"", ""area"": 45.0, ""price"": 9.5, ""describe"": ""\r\n    SẴN NGAY CĂN HỘ 1 PN TÁCH BẾP FULL NT QUẬN 10\r Ba Tháng Hai, Q10\r Không chung chủ, khóa vân tay\r Giờ giấc tự do, camera an ninh\r0787 531 ***Hiện số (zalo/sdt)\r\n""}"
p22-l0_20250320-175230,"{""id"": ""p22-l0_20250320-175230"", ""address"": ""Phường 12, Quận Tân Bình, Hồ Chí Minh"", ""area"": 30.0, ""price"": 5.0, ""describe"": ""\r\n    Studio Full Nội Thất Cửa Sổ Thoáng Mát Tại Đường Trần Mai Ninh, Tân Bình\r* Giáp với các tuyến đường lớn, siêu thị, sân bay, bệnh viện,…\r* Đẩy đủ nội thất: Bếp,giường,máy lạnh,tủ đồ,tủ lạnh,nhà vệ sinh riêng,..\r* Ban công cửa sổ thoáng mát,có thể phơi đồ\r* An ninh 24/24, hầm giữ xe, camera an ninh, Khoá Vân Tay, Thang Máy\rGiá thuê: 5 triệu/tháng\r———————————\rLiên hệ để xem phòng hoặc tư vấn thêm\rZalo: 09097795 ***Hiện số (Trung)\rTel: 0903738998 (Trung)\r\n""}"
p22-l10_20250320-175230,"{""id"": ""p22-l10_20250320-175230"", ""address"": ""Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh"", ""area"": 20.0, ""price"": 4.5, ""describe"": ""\r\n    Nhà trọ có 2 phòng cho thuê, tọa lạc tại Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh, với diện tích 20m2. Căn phòng được thiết kế 1 PN + 1 WC/PT + bếp, phù hợp cho những ai đang tìm kiếm không gian sống tiện nghi và thoải mái. Giá cho thuê chỉ 4,5 triệu VND/1 phòng, mang đến sự lựa chọn hợp lý cho người thuê.\r- Điểm nhấn:\r + Thiết kế hiện đại, thông thoáng\r + Đầy đủ tiện nghi cơ bản\r + Có wifi\r + Có máy lạnh\r- Cách trường học: Trường THPT Marie Curie, THPT Hoàng Hoa Thám, THPT Lê Quý Đôn\r- Cách chợ/siêu thị: Winmart+, Siêu thị Co.opmart Rạch Miễu, Siêu thị trực tuyến Chiaki\r- Cách công viên: Công viên Lê Văn Tám\r- Cách bệnh viện: Bệnh viện Tai Mũi Họng TP.HCM, Bệnh viện Da Liễu TP.HCM, Bệnh viện An Sinh\rLiên hệ ngay để được tư vấn miễn phí và xem phòng: C.Hoa - 03749272 ***Hiện số.\r\n""}"
p22-l11_20250320-175230,"{""id"": ""p22-l11_20250320-175230"", ""address"": ""Phường 13, Quận Bình Thạnh, Hồ Chí Minh"", ""area"": 40.0, ""price"": 7.0, ""describe"": ""\r\n    Căn 1PN Ban Công, Máy Giặt Riêng ngay Nơ Trang Long, Bình Thạnh ban công cửa sổ lớn - Đầy đủ nội thất - hẻm ô tô - Cổng ra vào vân tay Chỉ tính điện 4k/Kwh và nước 100k/người, phí dvu 200/phòng Liên hệ ngay em Hân để được hỗ trợ xem phòng trực tiếp! Bên cạnh đó em cũng đang còn rất nhiều dạng phòng với nhiều tầm giá khác nhau. Cứ nhắn em để em hỗ trợ tư vấn hen!\r\n""}"
p22-l12_20250320-175230,"{""id"": ""p22-l12_20250320-175230"", ""address"": ""Phường 2, Quận Tân Bình, Hồ Chí Minh"", ""area"": 35.0, ""price"": 7.0, ""describe"": ""\r\n     Địa chỉ: Bạch Đằng, phường 2, Tân Bình\rDiện tích căn hộ - 35m².\rThuận tiện: gần vòng xoay Lăng Cha Cả, Sân bay TSN, CV Hoàng Văn Thụ, CV Lê Thị Riêng, CV Gia dịnh, Etown, Cộng Hoà, quận 1, quận 3, quận 10, Phú Nhuận, Bình Thạnh. Rất gần khu trung tâm, thuận tiện đi lại\r️ Bảo vệ 24/24, camera an ninh, giờ giấc tự do, thang máy.\r️ Phòng cửa sổ, Decor y hình\rCĂN HỘ ĐƯỢC TRANG BỊ NỘI THẤT HIỆN ĐẠI, MỚI 100%, ĐẦY ĐỦ TIỆN NGHI\rGiá ưu đãi cực tốt cuối năm, dài hạn ngắn hạn\r LH: 0352 776 ***Hiện số - Trang(Jay Dang)\r\n""}"
p22-l13_20250320-175230,"{""id"": ""p22-l13_20250320-175230"", ""address"": ""Phường 14, Quận Tân Bình, Hồ Chí Minh"", ""area"": 10.0, ""price"": 2.5, ""describe"": ""\r\n     Trọn gói 2,5 triệu/tháng – văn phòng ngồi làm việc chung 02 công ty, chuyên nghiệp, không phát sinh chi phí, có sẵn bàn ghế, tiết kiệm tối đa chi phí đầu tư!\r  Landmart Building, 756A Âu Cơ, P.14, Q. Tân Bình – văn phòng riêng tư cho 2 công ty dùng chung, tối đa 4 - 5 người, đảm bảo không gian yên tĩnh & chuyên nghiệp!\r  Trọn gói 2,5 triệu/tháng – không phát sinh chi phí điện, nước, Wi-Fi\r Có sẵn bàn ghế, vào làm ngay – không cần đầu tư thêm\r Miễn phí đặt Cọc – giảm áp lực tài chính.\r Hợp đồng linh hoạt 2 - 3 tháng, dễ thay đổi\r Lễ tân hỗ trợ in ấn, nhận bưu phẩm miễn phí\r ✨ Tiện ích chuyên nghiệp – Làm việc hiệu quả hơn!\r✅ Lễ tân hỗ trợ\r✅ Bãi xe rộng rãi, giữ 70 xe máy, có bãi đậu ô tô đối diện\r✅ Bảo trì nhanh, vệ sinh hàng ngày, dọn phòng 1 lần/tháng\r✅ Phòng họp riêng, có máy chiếu\r✅ Đối diện Siêu thị Tops Market, có căn tin với nhiều món cơm trưa tiện lợi\r  Cần mở rộng? Dễ dàng nâng cấp lên văn phòng lớn hơn ngay trong tòa nhà!\r✨ MIỄN PHÍ ĐẶT CỌC VĂN PHÒNG TRỌN GÓI 2,5 TRIỆU CÓ SẴN BÀN GHẾ\r  Gọi ngay cho Sang: 09097822 ***Hiện số để xem văn phòng thực tế!\r\n""}"
p22-l14_20250320-175230,"{""id"": ""p22-l14_20250320-175230"", ""address"": ""Phường 1, Quận Tân Bình, Hồ Chí Minh"", ""area"": 45.0, ""price"": 8.5, ""describe"": ""\r\n    Địa Chỉ: Lê Văn Sỹ, Phường 1, Tân Bình\rTiện ích:\r+ Full Nội Thất, Có Hỗ Trợ Nội Thất Theo Yêu Cầu, Có Máy Giặt Riêng\r+ Gần Chợ Phạm Văn Hai, BV Tâm Anh, CV Hoàng Văn Thụ, Vincom Cộng Hòa,... Với Các Tiện Ích Xung Quanh (Cafe, Nhà Thuốc, Cửa Hàng Tiện Lợi,...)\r+ Giờ Giấc Tự Do, Bãi Xe Rộng Rãi\r+ Camera An Ninh 24/24, PCCC, Tòa Nhà Thang Máy\r+ Dễ Dàng Di Chuyển Qua Các Tân Phú, Q10, Bình Thạnh,...\rCall/zalo: 07750037 ***Hiện số (Yến Nhi) để được tư vấn chi tiết và hỗ trợ tối đa\r\n""}"
p22-l1_20250320-175230,"{""id"": ""p22-l1_20250320-175230"", ""address"": ""Phường 15, Quận Tân Bình, Hồ Chí Minh"", ""area"": 20.0, ""price"": 3.4, ""describe"": ""\r\n    PHÒNG TRỌ FULL NỘI THẤT - 20M² - NGUYỄN PHÚC CHU, TÂN BÌNH\r ✨ CÒN 2 PHÒNG TRỐNG - CHỈ 3.4 TRIỆU/THÁNG ✨\r Vị trí: Hẻm 185 Nguyễn Phúc Chu, P.15, Tân Bình (đối diện cổng KCN Tân Bình)\r  PHÒNG RỘNG RÃI, THOÁNG MÁT, ĐẦY ĐỦ NỘI THẤT \r✔ Diện tích: 20m²\r✔ Trang bị sẵn: Máy lạnh, tủ lạnh, giường, nệm, gối, tủ gỗ, quạt, toilet riêng\r✔ Giờ giấc tự do\r✔ An toàn: Cổng khóa vân tay + Camera an ninh 24/7\r✔ Gửi xe miễn phí (1 xe/phòng)\r  CHI PHÍ CỰC KỲ HỢP LÝ:\r Điện: 3.700đ/kWh\r Nước: 100.000đ/người\r Wifi tốc độ cao: 50.000đ/phòng\r Đổ rác: 20.000đ/phòng\r Máy giặt (nếu dùng): 100.000đ/người/tháng (có sân phơi)\r  TIỆN ÍCH XUNG QUANH:\r➡ Chợ Tân Trụ, chợ Phạm Văn Bạch\r➡ KCN Tân Bình, Bách Hóa Xanh, Satra, Long Châu, Coop Mart, Phúc Long\r➡ Gần nhiều phòng tập gym (CT Gym, …)\r ⚠ Lưu ý: Phòng dành cho 1-2 người lớn, không nuôi thú cưng.\r ‼️ Vui lòng không liên hệ để chào mời đăng tin, môi giới, cò...\r\n""}"
p22-l2_20250320-175230,"{""id"": ""p22-l2_20250320-175230"", ""address"": ""Phường 4, Quận Tân Bình, Hồ Chí Minh"", ""area"": 25.0, ""price"": 4.2, ""describe"": ""\r\n    Cho thuê Phòng Mới gần Vòng Xoay Lăng Cha Cả P4 Tân Bình \rĐC: Đường Cộng Hòa, P4 Quận Tân Bình \rGía thuê chỉ từ: 4tr2-5tr5/1 tháng \rPhòng trang bị đầy đủ Nội thất \rGio giấc tự do không chung chủ \rCho ở không giới hạn người và xe \rTòa nhà có hầm gửi xe và thang máy \rLH xem phòng: Chị Hạnh\r\n""}"
p22-l3_20250320-175230,"{""id"": ""p22-l3_20250320-175230"", ""address"": ""Phường 3, Quận Gò Vấp, Hồ Chí Minh"", ""area"": 21.0, ""price"": 3.8, ""describe"": ""\r\n    Có gác. Bếp. Cửa sổ. Máy giặt. Máy lạnh. Thang máy. Bãi xe. Bảo vệ. Ra vào Vân tay. Giờ tự do\r Phí dịch vụ trung 200k/phòng\rRác. Wfi. Máy giặt. Thang máy\r Điện. 3,5. Nước 100k/người. Xe 120k\r Nguyễn kiệm. Ngã 5. Bệnh viện quân y 175\r\n""}"
p22-l4_20250320-175230,"{""id"": ""p22-l4_20250320-175230"", ""address"": ""Phường 6, Quận 8, Hồ Chí Minh"", ""area"": 30.0, ""price"": 3.8, ""describe"": ""\r\n    Địa chỉ: 326/7 Bùi Minh Trực phường 6, quận 8, TPHCM\r* TIỆN NGHI - SẠCH SẼ\r- Diện tích sử dụng từ đến 100m2/căn\r- Nhà hướng Đông, có ban công, ccứaoowr sân thượng\r- Có máy lạnh, bếp, toilet riêng mỗi căn\r- Có đồng hồ điện riêng, BAO NƯỚC\r- MIỄN PHÍ Wifi - Truyền hình cáp - Giữ xe - Rác\r- Nhiều lựa chọn: phòng trống/ nội thất cơ bản/ đầy đủ nội thất\r* AN NINH - VĂN MINH\r- Camera an ninh\r- Phòng cháy chữa cháy\r- Khu phố văn hóa – trật tự\r* VỊ TRÍ THUẬN LỢI\r- Gần bến xe Quận 8. Cách trạm xe buýt 3 phút đi bộ. Gần nhiều trường học, chợ, bưu điện, bệnh viện, nhà thờ, chùa,…\r- Tiếp giáp quận 5, quận 6, quận 7, quận Bình Chánh. Cách Trung tâm TP 20 phút đi xe máy.\rGiá điện: 3500đ/KWh - BAO NƯỚC\rKhông phụ thu thêm chi phí nào khác\rHiện còn 4 phòng.\r* Phòng 001: Diện tích 15m2, nội thất cơ bản (máy lạnh, giường ngủ, máy nước nóng, toilet riêng) - 2.5 triệu/tháng\r* Phòng 101: Diện tích 25m2, nội thất cơ bản (máy lạnh, giường ngủ, có cửa sổ, 2 ban công thoáng mát, bếp, toilet riêng) - 3.8 triệu/tháng.\r* Phong 102: Diện tích 60m2, nội thất cơ bản (máy lạnh, có cửa sổ, bếp, toilet riêng) - 5.8 triệu/tháng\r* Phòng 201: Nguyên tầng diện tích 98m2 (6.5mx15m), đầy đủ nội thất (máy lạnh, tủ lạnh, tivi, bộ sofa + bàn, bàn làm việc, giường 1m8, tủ áo lớn, bếp, toilet riêng, có 3 ban công và cửa sổ) - 6.5 triệu/tháng.\rLiên hệ: 090 2627 333 / 091 372 7765 (A Đông)\rNếu bạn đang tìm một căn hộ tiện nghi đầy đủ với giá tốt đừng chần chờ gì nữa hãy liên hệ ngay với chúng tôi nhé!\r\n""}"
p22-l5_20250320-175230,"{""id"": ""p22-l5_20250320-175230"", ""address"": ""Phường Phước Long B, Thành phố Thủ Đức, Hồ Chí Minh"", ""area"": 24.0, ""price"": 3.2, ""describe"": ""\r\n    Ngay Cao Đẳng Kinh Tế Đối Ngoại, Cao Đẳng Công Thương, Cao Đẳng Kỹ Nghệ, Đại Học Văn Hoá, Đỗ Xuân Hợp, Dương Đình Hội\r ️ Giờ giấc tự do, cổng vân tay an ninh\r ️ Có thang máy\r ️ Tối đa 3 người 2 xe\r ️ Không nhận xe điện\r ️ Không nuôi PET\r Đường 339, Phước Long B, Quận 9(cũ)\r\n""}"
p22-l6_20250320-175230,"{""id"": ""p22-l6_20250320-175230"", ""address"": ""Phường Linh Xuân, Thành phố Thủ Đức, Hồ Chí Minh"", ""area"": 18.0, ""price"": 2.1, ""describe"": ""\r\n    Phòng 18m2 ở được 3 người chỉ với\r Khu trọ sử dụng cổng vân tay đảm bảo an ninh\r Vị trí thuận tiện: gần KCN Sóng Thần, Làng Đại học, Giày da Thái Bình,... rất phù hợp cho người lao động và sinh viên\r Tiện ích: Máy lọc nước uống miễn phí, máy giặt siêu tiết kiệm, khuôn viên cây xanh ghế đá,...\r Giá 2tr1/tháng\r Liên hệ: 08273727 ***Hiện số\n""}"
p22-l7_20250320-175230,"{""id"": ""p22-l7_20250320-175230"", ""address"": ""Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh"", ""area"": 22.0, ""price"": 3.5, ""describe"": ""\r\n    Bán phòng trọ tại hẻm 343 Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh. Phòng cho thuê có diện tích 22 m2, nằm ngay chân cầu Tham Lương, gần công viên phần mềm Quang Trung và chợ Tân Thới Nhất, thuận tiện cho việc đi lại. \r- Diện tích: 22 m2. \r- Mức giá: 3,500,000 VNĐ. \r- Giấy tờ pháp lý: Đầy đủ, chính chủ, không qua môi giới. \r- Tiện ích: Phòng mới xây, có cửa sổ ban công thoáng mát, thang máy, máy giặt dùng chung, camera an ninh, Wifi miễn phí. Đặc biệt, cho nuôi thú cưng và tiếp khách thoải mái. \rKhu vực xung quanh phát triển, gần các trường học, bệnh viện và các trung tâm thương mại. Nơi an cư lý tưởng với giao thông thuận tiện, kết nối nhanh chóng đến các quận khác. \rLiên hệ ngay để biết thêm chi tiết về phòng trọ này!\rHotline: 09321804 ***Hiện số – Trần Quang Cảnh.\r\n""}"
p22-l8_20250320-175230,"{""id"": ""p22-l8_20250320-175230"", ""address"": ""Phường 10, Quận 3, Hồ Chí Minh"", ""area"": 30.0, ""price"": 3.5, ""describe"": ""\r\n    Phòng trọ 30m2 gần ngã 3 Tô Hiến Thành.\rCó máy lạnh.\rĐiện nước giá cực rẻ.\rPhòng phù hợp cho 2-3 người.\rỞ chung chủ.\r\n""}"
p22-l9_20250320-175230,"{""id"": ""p22-l9_20250320-175230"", ""address"": ""Phường 1, Quận Gò Vấp, Hồ Chí Minh"", ""area"": 22.0, ""price"": 2.5, ""describe"": ""\r\n    PHÒNG TRỌ MÁY LẠNH GIÁ RẺ, NGUYỄN THÁI SƠN Q GV GIÁ 2TR5( TÙY PHÒNG)\rGiá: 2tr5, 2tr9, 3tr3.\r------\rFULL NT:\r- MÁY LẠNH\r- TỦ LẠNH\r- BẾP\r- MÁY GIẶT...\rGG tự do, không chung chủ.\r-------\rĐC: 226 Nguyễn Thái Sơn P1 GV\rXem phòng gọi trước 30 phút, cảm ơn.\r\n""}"
p23-l10_20250320-175230,"{""id"": ""p23-l10_20250320-175230"", ""address"": ""Phường 9, Quận 3, Hồ Chí Minh"", ""area"": 70.0, ""price"": 18.0, ""describe"": ""\r\n    Vị trí: Kỳ Đồng, Quận 3\r- 2PN, ban công, đầy đủ nội thất\r- Tiện qua Quận 1, Quận 10, Tân Bình\r- Giờ giấc tự do, bãi xe free\r- Khóa vân tay, PCCC\rLiên hệ : 07944999 ***Hiện số (zalo/call) Viên Ivan Unitegroup\r- Hổ trợ cho thuê căn hộ studio, 1 phòng ngủ, 2 phòng ngủ, duplex (có gác)\r\n""}"
p23-l11_20250320-175230,"{""id"": ""p23-l11_20250320-175230"", ""address"": ""Phường Bình Trưng Đông, Thành phố Thủ Đức, Hồ Chí Minh"", ""area"": 40.0, ""price"": 4.5, ""describe"": ""\r\n    Cho thuê căn hộ STUIDIO 1 PHÒNG NGỦ TÁCH BẾP gần Đỗ Xuân Hợp và Nguyễn Duy Trinh, p phú Hữu, Quận 9.\rDiện tích 40m2 có phòng khách, bếp, vệ sinh và 1 phòng ngủ ( tách bếp) .\rNội thất gồm: tủ bếp, nệm, rèm cửa , tu lanh, máy giặt chung. Lắp máy lạnh phụ thu thêm 500k.\rThuê ngay miễn phí dịch vụ năm đầu\rGiá 4,5 triệu.\rThuê ngay trong tuần này hổ trợ chi phí vận chuyển 500k.\rLh thuỷ 09029669 ***Hiện số qua số điện thoại và zalo ngay ạ\r\n""}"
p23-l12_20250320-175230,"{""id"": ""p23-l12_20250320-175230"", ""address"": ""Phường 13, Quận Tân Bình, Hồ Chí Minh"", ""area"": 35.0, ""price"": 3.8, ""describe"": ""\r\n    ️Studio Mới Xây 35m2 Đường Cộng Hoà, Hoàng Hoa Thám\rGiá chỉ 3.800.000₫\r- Camera 24/7, giờ giấc tự do\r- Cổng khoá vân tay\r- Nội thất mới tinh\r- Phòng siêu rộng 35m2\r0931.482 ***Hiện số(Call/Zalo) gặp Hoan để được tư vấn và xem phòng 24/7\r\n""}"
p23-l13_20250320-175230,"{""id"": ""p23-l13_20250320-175230"", ""address"": ""Phường Tân Phong, Quận 7, Hồ Chí Minh"", ""area"": 28.0, ""price"": 8.0, ""describe"": ""\r\n    Phòng STUDIO BAN CÔNG cực xịn sò tại quận 7\rĐường Phạm Thái Bường, Tân Phong, Quận\r7\rGần chợ, gần Lottle Mart, gần cầu kênh tẻ, thuận tiện đi lại quận 4, 1, 5, Bình chánh\rTiện nghi\r- Giờ tự do\r- Full nội thất\r- Free giữ xe\r- Ban công thoáng, mát mẻ\r- Máy giặt, máy sấy chung\r- Camera an ninh\r- Thang máy\r\n""}"
p23-l14_20250320-175230,"{""id"": ""p23-l14_20250320-175230"", ""address"": ""Phường An Lạc A, Quận Bình Tân, Hồ Chí Minh"", ""area"": 30.0, ""price"": 2.95, ""describe"": ""\r\n    3p ra CV Phú Lâm, CoopMart Bình Tân, Chợ Cây Da Sà , Với Các Tiện Ích Xung Quanh (Cửa Hàng Tiện Lợi, Nhà Thuốc, Cafe, Gym,...),...\r- Địa chỉ: ĐƯỜNG SỐ 7, AN LẠC A, BÌNH TÂN\r-Tiện ích:\r + Giờ giấc tự do, an ninh, pccc\r + Không chung chủ\r + Full nội thất\r-Liên hệ: 07750037 ***Hiện số (Everlyn UniteGroup) để được tư vấn nhiệt tình và hỗ trợ tối đa.\r\n""}"
p23-l1_20250320-175230,"{""id"": ""p23-l1_20250320-175230"", ""address"": ""Phường 2, Quận Tân Bình, Hồ Chí Minh"", ""area"": 30.0, ""price"": 8.0, ""describe"": ""\r\n    - Đầy đủ nội thất, máy giặt riêng\r- Free tất cả các phí, chỉ tính điện\r- Có dịch vụ dọn phòng\r- Camera an ninh 24/7, PCCC trang bị đầy đủ\r- Khu dân cư an ninh, đường oto ra vào thoải mái\rLiên hệ: 03346169 ***Hiện số (Vi)\r\n""}"
p23-l2_20250320-175230,"{""id"": ""p23-l2_20250320-175230"", ""address"": ""Phường 9, Quận 3, Hồ Chí Minh"", ""area"": 17.0, ""price"": 3.6, ""describe"": ""\r\n    Chính chủ cho thuê phòng quậN 3,e còn 3 phòng duy nhat giá 3600\rĐịa chỉ : 117/2 bà huyện thanh quan, p9 quận 3\rFull nội thất\rGiờ giấc tự do, bảo vệ 24/24, khoá vân tay\rCó hệ thống PCCC\rCó thang máy, sân thượng. View đẹp , được nuôi thú cưng\rChi phí : điện 4k/ kw , nuoc 100k/1 nguoi , cp dv chung 100k / nguoi\r\n""}"
p23-l3_20250320-175230,"{""id"": ""p23-l3_20250320-175230"", ""address"": ""Phường Tân Quy, Quận 7, Hồ Chí Minh"", ""area"": 28.0, ""price"": 7.0, ""describe"": ""\r\n    CĂN HỘ NGAY TRỆT ĐỦ NỘI THẤT TIỆN ĐI VÀO TRUNG TÂM\rTặng voucher giảm giá đến 2 triệu trong tháng 1\r Phòng rộng rãi có bếp vách ngăn\r Đầy đủ nội thất.\r Không gian rộng rãi, công viên cây xanh, chưng cư, biệt thự...\r Giờ giấc tự do\r-------\rTừ 5 triệu là có phòng okee nha. Kết bạn/nhắn Z.alo mình tư vấn free.\rKết bạn (Zalo) số đuôi 279 Thuê phòng cùng Quân Lewis nhận ưu đãi bất ngờ nhé.\r\n""}"
p23-l4_20250320-175230,"{""id"": ""p23-l4_20250320-175230"", ""address"": ""Phường 9, Quận 3, Hồ Chí Minh"", ""area"": 35.0, ""price"": 11.0, ""describe"": ""\r\n    Vị trí: Bà Huyện Thanh Quan, Quận 3 dễ dàng di chuyển đến Quận 1, 10, Phú Nhuận,...\rTiện ích:\rKhu ăn uống, yên tĩnh, an ninh\rPCCC, ra vào vân tay\rKhông chung chủ, giờ giấc tự do\rCamera an ninh\rĐầy đủ nội thất\rLiên hệ ngay: 0877.500 ***Hiện số (Thế Hùng) để biết thêm thông tin và xem phòng miễn phí!\r\n""}"
p23-l5_20250320-175230,"{""id"": ""p23-l5_20250320-175230"", ""address"": ""Phường Tân Hưng, Quận 7, Hồ Chí Minh"", ""area"": 45.0, ""price"": 7.0, ""describe"": ""\r\n    Địa chỉ: Trần Xuân Soạn , quận 7\rThuận tiện: Di chuyển ra quận 4, quận 1, quận 8\rĐầy đủ nội thất cao cấp • Phòng sạch • 2 Cửa sổ • Dọn vào ở luôn. \r- Giờ giấc tự do, hầm xe, bảo mật vân tay\r- Gần Lotte Mart, BigC, SC Vivo, chợ Tân Mỹ, Him Lam, cầu kênh\rHotline 08480345 ***Hiện số ( Hiếu)\rEm Hiếu để được tư vấn thêm\r\n""}"
p23-l6_20250320-175230,"{""id"": ""p23-l6_20250320-175230"", ""address"": ""Phường 2, Quận 5, Hồ Chí Minh"", ""area"": 70.0, ""price"": 14.0, ""describe"": ""\r\n    Qua trung tâm chỉ từ 5 - 10 phút.\r- Gần chợ, siêu thị, hiệu thuốc, khu vui chơi, coffee\r-Full NT với thiết kế hiện đại-cao cấp\r-New 100%\r-Thang máy hiện đại\r-Camera an ninh 24/7\r-Hệ pccc đảm bảo an toàn\r-Giờ giấc tự do, không chung chủ\rLiên Hệ Ngay :09373146 ***Hiện số [Julie] để xem phòng miễn phí\r\n""}"
p23-l7_20250320-175230,"{""id"": ""p23-l7_20250320-175230"", ""address"": ""Phường Tân Quy, Quận 7, Hồ Chí Minh"", ""area"": 20.0, ""price"": 5.0, ""describe"": ""\r\n     Đường số 10, Tân Quy, quận 7\rGần trục đường chính, gần Lottle Mart, gần cầu kênh tẻ, thuận tiện đi lại quận 4, 1, 5, 8 Bình Chánh\r Tiện nghi\r- Giờ tự do\r- Nội thất cơ bản\r- Giặt sấy chung\r- Được nuôi Pet\r- Camera an ninh, bảo vệ, khoá vân tay, hầm giữ xe\r- Free 2 xe\r\n""}"
p23-l8_20250320-175230,"{""id"": ""p23-l8_20250320-175230"", ""address"": ""Phường 10, Quận 3, Hồ Chí Minh"", ""area"": 22.0, ""price"": 3.0, ""describe"": ""\r\n    Phòng CMT8, Q3 cho thuê (chính chủ) từ 3 triệu đến 3 triệu rưỡi\r- Toilet riêng\r- lối đi riêng, có chỗ để xe trong nhà\r- có máy lạnh Toishiba tiết kiệm điện\r- Phòng có lối thoát hiểm, đạt yêu cầu phòng cháy chữa cháy\r Vui lòng liên hệ trực tiếp số đt chủ nhà để xem phòng\r\n""}"
p24-l0_20250320-175230,"{""id"": ""p24-l0_20250320-175230"", ""address"": ""Phường 1, Quận 8, Hồ Chí Minh"", ""area"": 35.0, ""price"": 8.8, ""describe"": ""\r\n    Vị trí: Dương Bá Trạc, Quận 8 dễ dàng di chuyển đến Quận 1, 4, 5, 7, 10, Bình Chánh,...\rTiện ích:\rKhu ăn uống, yên tĩnh, an ninh\rPCCC, ra vào vân tay\rKhông chung chủ, giờ giấc tự do\rCamera an ninh\rĐầy đủ nội thất\rCửa sổ thoáng\rƯU ĐÃI LỚN CUỐI NĂM CHO KHÁCH THUÊ DÀI HẠN\r Liên hệ ngay: 0877.500 ***Hiện số (Thế Hùng) để biết thêm thông tin và xem phòng miễn phí!\r\n""}"
p24-l10_20250320-175230,"{""id"": ""p24-l10_20250320-175230"", ""address"": ""Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh"", ""area"": 30.0, ""price"": 3.2, ""describe"": ""\r\n    Cho thuê phòng trọ số 1 đường sơn kỳ, p.Sơn Kỳ, Q.Tân Phú\r Diện tích Đa Dạng từ: 20 đến 30m2\r Với đa dạng giá thuê chỉ từ 3tr2.\r Đáp ứng mọi nhu cầu thuê của sv, người lao động, gia đình...\r Khu an ninh, vân tay, tự do giờ giấc.\r Đặc biệt khai trương phòng mới, miễn phí phí giữ xe.\r☎️☎️☎️ Liên hệ xem phòng 24/7\r\n""}"
p24-l11_20250320-175230,"{""id"": ""p24-l11_20250320-175230"", ""address"": ""Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh"", ""area"": 40.0, ""price"": 5.7, ""describe"": ""\r\n    SINH VIÊN UFM TÌM PHÒNG ĐI BỘ TỚI TRƯỜNG\r Căn hộ cách ĐH ufm 300m\rNguyễn Thị xiếu, Q7\r( Sát ĐH ufm Ngay chân cầu tân thuận, 1p sang Q4) \r Tòa nhà:\r Nội thất đầy đủ:\r Thuận tiện di chuyển\r Ở 3 - 4 sinh viên thoải mái\r Tòa nhà an ninh, hầm xe, thang máy, giờ giấc tự do\r Tiện ích:\r • Xung quánh bán kính 50m có đầy đủ tiện ích: quán ăn, cửa hàng tiện lợi, cây xăng....\r • Ngay cầu tân Thuận, kcx, ĐH UFM......\rCam kết: Đúng hình - Đúng giá!\r Liên hệ ngay: 0392.346 ***Hiện số để được tư vấn và xem phòng ngay\r\n""}"
